date,device_category,source,medium,source_medium,channel_group,user_type,sessions,users,purchasers,purchase_sessions,orders,revenue,session_cvr,user_cvr,aov,revenue_per_session
2020-11-02,mobile,google,organic,google / organic,Organic Search,New,447,435,3,3,3,268.0,0.006711409395973154,0.006896551724137931,89.33333333333333,0.5995525727069351
2020-11-02,mobile,google,organic,google / organic,Organic Search,Returning,15,15,0,0,0,0.0,0.0,0.0,,0.0
2020-11-02,mobile,(data deleted),(data deleted),(data deleted) / (data deleted),Other,New,93,90,2,2,3,294.0,0.021505376344086023,0.022222222222222223,98.0,3.161290322580645
2020-11-02,mobile,(data deleted),(data deleted),(data deleted) / (data deleted),Other,Returning,23,19,0,0,0,0.0,0.0,0.0,,0.0
2020-11-02,mobile,<Other>,(data deleted),<Other> / (data deleted),Other,New,2,2,0,0,0,0.0,0.0,0.0,,0.0
2020-11-02,mobile,<Other>,<Other>,<Other> / <Other>,Other,New,192,190,0,0,0,0.0,0.0,0.0,,0.0
2020-11-02,mobile,<Other>,<Other>,<Other> / <Other>,Other,Returning,2,2,0,0,0,0.0,0.0,0.0,,0.0
2020-11-02,mobile,google,cpc,google / cpc,Paid Search,New,76,76,1,1,1,28.0,0.013157894736842105,0.013157894736842105,28.0,0.3684210526315789
2020-11-02,mobile,google,cpc,google / cpc,Paid Search,Returning,1,1,0,0,0,0.0,0.0,0.0,,0.0
2020-11-02,mobile,<Other>,referral,<Other> / referral,Referral,New,129,124,2,2,2,216.0,0.015503875968992248,0.016129032258064516,108.0,1.6744186046511629
2020-11-02,mobile,<Other>,referral,<Other> / referral,Referral,Returning,7,7,0,0,0,0.0,0.0,0.0,,0.0
2020-11-02,mobile,shop.googlemerchandisestore.com,referral,shop.googlemerchandisestore.com / referral,Referral,New,117,114,4,4,4,266.0,0.03418803418803419,0.03508771929824561,66.5,2.2735042735042734
2020-11-02,mobile,shop.googlemerchandisestore.com,referral,shop.googlemerchandisestore.com / referral,Referral,Returning,10,9,0,0,0,0.0,0.0,0.0,,0.0
2020-11-02,tablet,(direct),(none),(direct) / (none),Direct,New,11,11,0,0,0,0.0,0.0,0.0,,0.0
2020-11-02,tablet,(direct),(none),(direct) / (none),Direct,Returning,1,1,0,0,0,0.0,0.0,0.0,,0.0
2020-11-02,tablet,<Other>,organic,<Other> / organic,Organic Search,New,2,2,0,0,0,0.0,0.0,0.0,,0.0
2020-11-02,tablet,google,organic,google / organic,Organic Search,New,24,23,0,0,0,0.0,0.0,0.0,,0.0
2020-11-02,tablet,google,organic,google / organic,Organic Search,Returning,2,2,0,0,0,0.0,0.0,0.0,,0.0
2020-11-02,tablet,(data deleted),(data deleted),(data deleted) / (data deleted),Other,New,5,4,0,0,0,0.0,0.0,0.0,,0.0
2020-11-02,tablet,<Other>,<Other>,<Other> / <Other>,Other,New,10,10,1,1,1,56.0,0.1,0.1,56.0,5.6
2020-11-02,tablet,<Other>,<Other>,<Other> / <Other>,Other,Returning,1,1,0,0,0,0.0,0.0,0.0,,0.0
2020-11-02,tablet,google,cpc,google / cpc,Paid Search,New,6,6,0,0,0,0.0,0.0,0.0,,0.0
2020-11-02,tablet,<Other>,referral,<Other> / referral,Referral,New,4,4,0,0,0,0.0,0.0,0.0,,0.0
2020-11-02,tablet,shop.googlemerchandisestore.com,referral,shop.googlemerchandisestore.com / referral,Referral,New,5,5,0,0,0,0.0,0.0,0.0,,0.0
2020-11-02,tablet,shop.googlemerchandisestore.com,referral,shop.googlemerchandisestore.com / referral,Referral,Returning,1,1,0,0,0,0.0,0.0,0.0,,0.0
2020-11-03,desktop,(direct),(none),(direct) / (none),Direct,New,663,641,4,4,6,301.0,0.006033182503770739,0.0062402496099844,50.166666666666664,0.4539969834087481
2020-11-03,desktop,(direct),(none),(direct) / (none),Direct,Returning,66,58,2,2,2,220.0,0.030303030303030304,0.034482758620689655,110.0,3.3333333333333335
2020-11-03,desktop,<Other>,organic,<Other> / organic,Organic Search,New,68,68,0,0,0,0.0,0.0,0.0,,0.0
2020-11-03,desktop,<Other>,organic,<Other> / organic,Organic Search,Returning,3,3,0,0,0,0.0,0.0,0.0,,0.0
2020-11-03,desktop,google,organic,google / organic,Organic Search,New,956,920,4,4,4,239.0,0.0041841004184100415,0.004347826086956522,59.75,0.25
2020-11-03,desktop,google,organic,google / organic,Organic Search,Returning,44,43,1,1,1,37.0,0.022727272727272728,0.023255813953488372,37.0,0.8409090909090909
2020-11-03,desktop,(data deleted),(data deleted),(data deleted) / (data deleted),Other,New,136,131,3,3,3,443.0,0.022058823529411766,0.022900763358778626,147.66666666666666,3.2573529411764706
2020-11-03,desktop,(data deleted),(data deleted),(data deleted) / (data deleted),Other,Returning,50,47,3,3,3,186.0,0.06,0.06382978723404255,62.0,3.72
2020-11-03,desktop,<Other>,(data deleted),<Other> / (data deleted),Other,New,3,3,0,0,0,0.0,0.0,0.0,,0.0
2020-11-03,desktop,<Other>,(data deleted),<Other> / (data deleted),Other,Returning,1,1,0,0,0,0.0,0.0,0.0,,0.0
2020-11-03,desktop,<Other>,<Other>,<Other> / <Other>,Other,New,435,432,4,4,4,283.0,0.009195402298850575,0.009259259259259259,70.75,0.6505747126436782
2020-11-03,desktop,<Other>,<Other>,<Other> / <Other>,Other,Returning,12,12,0,0,0,0.0,0.0,0.0,,0.0
2020-11-03,desktop,google,cpc,google / cpc,Paid Search,New,129,128,1,1,1,50.0,0.007751937984496124,0.0078125,50.0,0.3875968992248062
2020-11-03,desktop,google,cpc,google / cpc,Paid Search,Returning,4,4,0,0,0,0.0,0.0,0.0,,0.0
2020-11-03,desktop,<Other>,referral,<Other> / referral,Referral,New,267,264,3,3,3,123.0,0.011235955056179775,0.011363636363636364,41.0,0.4606741573033708
2020-11-03,desktop,<Other>,referral,<Other> / referral,Referral,Returning,28,24,0,0,0,0.0,0.0,0.0,,0.0
2020-11-03,desktop,shop.googlemerchandisestore.com,referral,shop.googlemerchandisestore.com / referral,Referral,New,198,194,2,2,2,66.0,0.010101010101010102,0.010309278350515464,33.0,0.3333333333333333
2020-11-03,desktop,shop.googlemerchandisestore.com,referral,shop.googlemerchandisestore.com / referral,Referral,Returning,36,33,1,1,1,44.0,0.027777777777777776,0.030303030303030304,44.0,1.2222222222222223
2020-11-03,mobile,(direct),(none),(direct) / (none),Direct,New,450,436,4,4,4,255.0,0.008888888888888889,0.009174311926605505,63.75,0.5666666666666667
2020-11-03,mobile,(direct),(none),(direct) / (none),Direct,Returning,47,43,2,2,2,92.0,0.0425531914893617,0.046511627906976744,46.0,1.9574468085106382
2020-11-03,mobile,<Other>,organic,<Other> / organic,Organic Search,New,57,57,1,1,1,183.0,0.017543859649122806,0.017543859649122806,183.0,3.210526315789474
2020-11-03,mobile,<Other>,organic,<Other> / organic,Organic Search,Returning,3,3,0,0,0,0.0,0.0,0.0,,0.0
2020-11-03,mobile,google,organic,google / organic,Organic Search,New,625,612,1,1,1,11.0,0.0016,0.0016339869281045752,11.0,0.0176
2020-11-03,mobile,google,organic,google / organic,Organic Search,Returning,46,41,1,1,1,120.0,0.021739130434782608,0.024390243902439025,120.0,2.608695652173913
2020-11-03,mobile,(data deleted),(data deleted),(data deleted) / (data deleted),Other,New,122,115,4,4,4,167.0,0.03278688524590164,0.034782608695652174,41.75,1.3688524590163935
2020-11-03,mobile,(data deleted),(data deleted),(data deleted) / (data deleted),Other,Returning,32,28,1,1,1,27.0,0.03125,0.03571428571428571,27.0,0.84375
2020-11-03,mobile,<Other>,(data deleted),<Other> / (data deleted),Other,New,4,4,0,0,0,0.0,0.0,0.0,,0.0
2020-11-03,mobile,<Other>,(data deleted),<Other> / (data deleted),Other,Returning,2,2,0,0,0,0.0,0.0,0.0,,0.0
2020-11-03,mobile,<Other>,<Other>,<Other> / <Other>,Other,New,265,263,1,1,1,11.0,0.0037735849056603774,0.0038022813688212928,11.0,0.04150943396226415
2020-11-03,mobile,<Other>,<Other>,<Other> / <Other>,Other,Returning,13,12,0,0,0,0.0,0.0,0.0,,0.0
2020-11-03,mobile,google,cpc,google / cpc,Paid Search,New,100,100,0,0,0,0.0,0.0,0.0,,0.0
2020-11-03,mobile,google,cpc,google / cpc,Paid Search,Returning,1,1,0,0,0,0.0,0.0,0.0,,0.0
2020-11-03,mobile,<Other>,referral,<Other> / referral,Referral,New,196,187,1,1,1,66.0,0.00510204081632653,0.0053475935828877,66.0,0.336734693877551
2020-11-03,mobile,<Other>,referral,<Other> / referral,Referral,Returning,17,15,1,1,1,36.0,0.058823529411764705,0.06666666666666667,36.0,2.1176470588235294
2020-11-03,mobile,shop.googlemerchandisestore.com,referral,shop.googlemerchandisestore.com / referral,Referral,New,135,133,1,1,2,353.0,0.007407407407407408,0.007518796992481203,176.5,2.6148148148148147
2020-11-03,mobile,shop.googlemerchandisestore.com,referral,shop.googlemerchandisestore.com / referral,Referral,Returning,32,32,0,0,0,0.0,0.0,0.0,,0.0
2020-11-03,tablet,(direct),(none),(direct) / (none),Direct,New,24,24,0,0,0,0.0,0.0,0.0,,0.0
2020-11-03,tablet,(direct),(none),(direct) / (none),Direct,Returning,1,1,0,0,0,0.0,0.0,0.0,,0.0
2020-11-03,tablet,<Other>,organic,<Other> / organic,Organic Search,New,6,6,0,0,0,0.0,0.0,0.0,,0.0
2020-11-03,tablet,google,organic,google / organic,Organic Search,New,31,30,0,0,0,0.0,0.0,0.0,,0.0
2020-11-03,tablet,google,organic,google / organic,Organic Search,Returning,1,1,0,0,0,0.0,0.0,0.0,,0.0
2020-11-03,tablet,(data deleted),(data deleted),(data deleted) / (data deleted),Other,New,3,3,0,0,0,0.0,0.0,0.0,,0.0
2020-11-03,tablet,<Other>,<Other>,<Other> / <Other>,Other,New,20,20,0,0,0,0.0,0.0,0.0,,0.0
2020-11-03,tablet,google,cpc,google / cpc,Paid Search,New,4,4,0,0,0,0.0,0.0,0.0,,0.0
2020-11-03,tablet,<Other>,referral,<Other> / referral,Referral,New,9,9,0,0,0,0.0,0.0,0.0,,0.0
2020-11-03,tablet,shop.googlemerchandisestore.com,referral,shop.googlemerchandisestore.com / referral,Referral,New,8,8,0,0,0,0.0,0.0,0.0,,0.0
2020-11-03,tablet,shop.googlemerchandisestore.com,referral,shop.googlemerchandisestore.com / referral,Referral,Returning,3,3,0,0,0,0.0,0.0,0.0,,0.0
2020-11-04,desktop,(direct),(none),(direct) / (none),Direct,New,521,500,2,2,2,146.0,0.003838771593090211,0.004,73.0,0.2802303262955854
2020-11-04,desktop,(direct),(none),(direct) / (none),Direct,Returning,67,67,2,2,2,34.0,0.029850746268656716,0.029850746268656716,17.0,0.5074626865671642
2020-11-04,desktop,<Other>,organic,<Other> / organic,Organic Search,New,57,57,0,0,0,0.0,0.0,0.0,,0.0
2020-11-04,desktop,<Other>,organic,<Other> / organic,Organic Search,Returning,2,2,0,0,0,0.0,0.0,0.0,,0.0
2020-11-04,desktop,google,organic,google / organic,Organic Search,New,685,671,5,5,5,331.0,0.0072992700729927005,0.007451564828614009,66.2,0.4832116788321168
2020-11-04,desktop,google,organic,google / organic,Organic Search,Returning,75,72,0,0,0,0.0,0.0,0.0,,0.0
2020-11-04,desktop,(data deleted),(data deleted),(data deleted) / (data deleted),Other,New,113,109,2,2,2,118.0,0.017699115044247787,0.01834862385321101,59.0,1.0442477876106195
2020-11-04,desktop,(data deleted),(data deleted),(data deleted) / (data deleted),Other,Returning,66,62,2,2,3,229.0,0.030303030303030304,0.03225806451612903,76.33333333333333,3.4696969696969697
2020-11-04,desktop,<Other>,(data deleted),<Other> / (data deleted),Other,New,1,1,0,0,0,0.0,0.0,0.0,,0.0
2020-11-04,desktop,<Other>,(data deleted),<Other> / (data deleted),Other,Returning,4,4,0,0,0,0.0,0.0,0.0,,0.0
2020-11-04,desktop,<Other>,<Other>,<Other> / <Other>,Other,New,374,370,1,1,13,234.0,0.00267379679144385,0.002702702702702703,18.0,0.6256684491978609
2020-11-04,desktop,<Other>,<Other>,<Other> / <Other>,Other,Returning,23,22,1,1,1,18.0,0.043478260869565216,0.045454545454545456,18.0,0.782608695652174
2020-11-04,desktop,google,cpc,google / cpc,Paid Search,New,97,97,0,0,0,0.0,0.0,0.0,,0.0
2020-11-04,desktop,google,cpc,google / cpc,Paid Search,Returning,2,2,1,1,1,87.0,0.5,0.5,87.0,43.5
2020-11-04,desktop,(data deleted),referral,(data deleted) / referral,Referral,New,1,1,0,0,0,0.0,0.0,0.0,,0.0
2020-11-04,desktop,<Other>,referral,<Other> / referral,Referral,New,211,209,1,1,1,68.0,0.004739336492890996,0.004784688995215311,68.0,0.3222748815165877
2020-11-04,desktop,<Other>,referral,<Other> / referral,Referral,Returning,21,18,1,1,1,151.0,0.047619047619047616,0.05555555555555555,151.0,7.190476190476191
2020-11-04,desktop,shop.googlemerchandisestore.com,referral,shop.googlemerchandisestore.com / referral,Referral,New,166,165,2,2,2,39.0,0.012048192771084338,0.012121212121212121,19.5,0.23493975903614459
2020-11-04,desktop,shop.googlemerchandisestore.com,referral,shop.googlemerchandisestore.com / referral,Referral,Returning,48,47,0,0,0,0.0,0.0,0.0,,0.0
2020-11-04,mobile,(direct),(none),(direct) / (none),Direct,New,326,316,1,1,1,141.0,0.003067484662576687,0.0031645569620253164,141.0,0.4325153374233129
2020-11-04,mobile,(direct),(none),(direct) / (none),Direct,Returning,36,35,0,0,0,0.0,0.0,0.0,,0.0
2020-11-04,mobile,<Other>,organic,<Other> / organic,Organic Search,New,57,57,1,1,4,123.0,0.017543859649122806,0.017543859649122806,30.75,2.1578947368421053
2020-11-04,mobile,<Other>,organic,<Other> / organic,Organic Search,Returning,4,4,0,0,0,0.0,0.0,0.0,,0.0
2020-11-04,mobile,google,organic,google / organic,Organic Search,New,473,459,1,1,1,110.0,0.0021141649048625794,0.002178649237472767,110.0,0.23255813953488372
2020-11-04,mobile,google,organic,google / organic,Organic Search,Returning,52,46,1,1,1,128.0,0.019230769230769232,0.021739130434782608,128.0,2.4615384615384617
2020-11-04,mobile,(data deleted),(data deleted),(data deleted) / (data deleted),Other,New,80,74,0,0,0,0.0,0.0,0.0,,0.0
2020-11-04,mobile,(data deleted),(data deleted),(data deleted) / (data deleted),Other,Returning,54,47,2,2,2,134.0,0.037037037037037035,0.0425531914893617,67.0,2.4814814814814814
2020-11-04,mobile,<Other>,(data deleted),<Other> / (data deleted),Other,New,1,1,0,0,0,0.0,0.0,0.0,,0.0
2020-11-04,mobile,<Other>,(data deleted),<Other> / (data deleted),Other,Returning,1,1,0,0,0,0.0,0.0,0.0,,0.0
2020-11-04,mobile,<Other>,<Other>,<Other> / <Other>,Other,New,208,208,0,0,0,0.0,0.0,0.0,,0.0
2020-11-04,mobile,<Other>,<Other>,<Other> / <Other>,Other,Returning,18,17,0,0,0,0.0,0.0,0.0,,0.0
2020-11-04,mobile,google,cpc,google / cpc,Paid Search,New,66,66,0,0,0,0.0,0.0,0.0,,0.0
2020-11-04,mobile,google,cpc,google / cpc,Paid Search,Returning,1,1,0,0,0,0.0,0.0,0.0,,0.0
2020-11-04,mobile,<Other>,referral,<Other> / referral,Referral,New,144,137,2,2,2,76.0,0.013888888888888888,0.014598540145985401,38.0,0.5277777777777778
2020-11-04,mobile,<Other>,referral,<Other> / referral,Referral,Returning,23,23,1,1,1,8.0,0.043478260869565216,0.043478260869565216,8.0,0.34782608695652173
2020-11-04,mobile,shop.googlemerchandisestore.com,referral,shop.googlemerchandisestore.com / referral,Referral,New,118,114,0,0,0,0.0,0.0,0.0,,0.0
2020-11-04,mobile,shop.googlemerchandisestore.com,referral,shop.googlemerchandisestore.com / referral,Referral,Returning,32,29,0,0,0,0.0,0.0,0.0,,0.0
2020-11-04,tablet,(direct),(none),(direct) / (none),Direct,New,18,18,0,0,0,0.0,0.0,0.0,,0.0
2020-11-04,tablet,<Other>,organic,<Other> / organic,Organic Search,New,3,3,0,0,0,0.0,0.0,0.0,,0.0
2020-11-04,tablet,google,organic,google / organic,Organic Search,New,34,34,0,0,0,0.0,0.0,0.0,,0.0
2020-11-04,tablet,google,organic,google / organic,Organic Search,Returning,6,5,0,0,0,0.0,0.0,0.0,,0.0
2020-11-04,tablet,(data deleted),(data deleted),(data deleted) / (data deleted),Other,New,8,8,0,0,0,0.0,0.0,0.0,,0.0
2020-11-04,tablet,(data deleted),(data deleted),(data deleted) / (data deleted),Other,Returning,3,3,0,0,0,0.0,0.0,0.0,,0.0
2020-11-04,tablet,<Other>,<Other>,<Other> / <Other>,Other,New,12,12,0,0,0,0.0,0.0,0.0,,0.0
2020-11-04,tablet,google,cpc,google / cpc,Paid Search,New,5,5,0,0,0,0.0,0.0,0.0,,0.0
2020-11-04,tablet,<Other>,referral,<Other> / referral,Referral,New,12,12,0,0,0,0.0,0.0,0.0,,0.0
2020-11-04,tablet,shop.googlemerchandisestore.com,referral,shop.googlemerchandisestore.com / referral,Referral,New,12,12,0,0,0,0.0,0.0,0.0,,0.0
2020-11-04,tablet,shop.googlemerchandisestore.com,referral,shop.googlemerchandisestore.com / referral,Referral,Returning,3,2,1,1,1,22.0,0.3333333333333333,0.5,22.0,7.333333333333333
2020-11-05,desktop,(direct),(none),(direct) / (none),Direct,New,438,425,2,2,2,100.0,0.0045662100456621,0.004705882352941176,50.0,0.228310502283105
2020-11-05,desktop,(direct),(none),(direct) / (none),Direct,Returning,52,50,0,0,0,0.0,0.0,0.0,,0.0
2020-11-05,desktop,<Other>,organic,<Other> / organic,Organic Search,New,45,45,0,0,0,0.0,0.0,0.0,,0.0
2020-11-05,desktop,<Other>,organic,<Other> / organic,Organic Search,Returning,2,2,0,0,0,0.0,0.0,0.0,,0.0
2020-11-05,desktop,google,organic,google / organic,Organic Search,New,598,584,1,1,1,18.0,0.0016722408026755853,0.0017123287671232876,18.0,0.030100334448160536
2020-11-05,desktop,google,organic,google / organic,Organic Search,Returning,73,70,0,0,0,0.0,0.0,0.0,,0.0
2020-11-05,desktop,(data deleted),(data deleted),(data deleted) / (data deleted),Other,New,122,115,2,2,2,55.0,0.01639344262295082,0.017391304347826087,27.5,0.45081967213114754
2020-11-05,desktop,(data deleted),(data deleted),(data deleted) / (data deleted),Other,Returning,82,76,1,1,1,4.0,0.012195121951219513,0.013157894736842105,4.0,0.04878048780487805
2020-11-05,desktop,<Other>,(data deleted),<Other> / (data deleted),Other,New,2,2,0,0,0,0.0,0.0,0.0,,0.0
2020-11-05,desktop,<Other>,(data deleted),<Other> / (data deleted),Other,Returning,5,5,1,1,1,63.0,0.2,0.2,63.0,12.6
2020-11-05,desktop,<Other>,<Other>,<Other> / <Other>,Other,New,257,255,3,3,3,319.0,0.011673151750972763,0.011764705882352941,106.33333333333333,1.2412451361867705
2020-11-05,desktop,<Other>,<Other>,<Other> / <Other>,Other,Returning,14,14,0,0,0,0.0,0.0,0.0,,0.0
2020-11-05,desktop,google,cpc,google / cpc,Paid Search,New,79,79,1,1,1,87.0,0.012658227848101266,0.012658227848101266,87.0,1.1012658227848102
2020-11-05,desktop,google,cpc,google / cpc,Paid Search,Returning,5,5,0,0,0,0.0,0.0,0.0,,0.0
2020-11-05,desktop,<Other>,referral,<Other> / referral,Referral,New,186,180,2,2,2,60.0,0.010752688172043012,0.011111111111111112,30.0,0.3225806451612903
2020-11-05,desktop,<Other>,referral,<Other> / referral,Referral,Returning,26,26,0,0,0,0.0,0.0,0.0,,0.0
2020-11-05,desktop,shop.googlemerchandisestore.com,referral,shop.googlemerchandisestore.com / referral,Referral,New,149,145,2,2,2,152.0,0.013422818791946308,0.013793103448275862,76.0,1.0201342281879195
2020-11-05,desktop,shop.googlemerchandisestore.com,referral,shop.googlemerchandisestore.com / referral,Referral,Returning,45,44,1,1,1,117.0,0.022222222222222223,0.022727272727272728,117.0,2.6
2020-11-05,mobile,(direct),(none),(direct) / (none),Direct,New,305,298,1,1,1,24.0,0.003278688524590164,0.003355704697986577,24.0,0.07868852459016394
2020-11-05,mobile,(direct),(none),(direct) / (none),Direct,Returning,46,44,2,2,2,136.0,0.043478260869565216,0.045454545454545456,68.0,2.9565217391304346
2020-11-05,mobile,<Other>,organic,<Other> / organic,Organic Search,New,37,37,0,0,0,0.0,0.0,0.0,,0.0
2020-11-05,mobile,<Other>,organic,<Other> / organic,Organic Search,Returning,4,4,0,0,0,0.0,0.0,0.0,,0.0
2020-11-05,mobile,google,organic,google / organic,Organic Search,New,440,425,0,0,0,0.0,0.0,0.0,,0.0
2020-11-05,mobile,google,organic,google / organic,Organic Search,Returning,48,45,0,0,0,0.0,0.0,0.0,,0.0
2020-11-05,mobile,(data deleted),(data deleted),(data deleted) / (data deleted),Other,New,70,64,1,1,1,52.0,0.014285714285714285,0.015625,52.0,0.7428571428571429
2020-11-05,mobile,(data deleted),(data deleted),(data deleted) / (data deleted),Other,Returning,74,66,2,2,2,330.0,0.02702702702702703,0.030303030303030304,165.0,4.45945945945946
2020-11-05,mobile,<Other>,<Other>,<Other> / <Other>,Other,New,178,178,0,0,0,0.0,0.0,0.0,,0.0
