date,sessions,users,purchasers,purchase_sessions,orders,revenue,session_cvr,user_cvr,aov,revenue_per_session
2020-12-10,6011,5241,126,129,129,10756.0,0.02146065546498087,0.024041213508872353,83.37984496124031,1.7893861254366994
2020-12-11,5617,4948,145,148,148,10400.0,0.02634858465372975,0.029304769603880357,70.27027027027027,1.851522164856685
2020-12-12,4143,3750,99,99,99,6284.0,0.02389572773352643,0.0264,63.474747474747474,1.51677528361091
2020-12-13,3710,3402,62,63,63,4395.0,0.016981132075471698,0.018224573780129337,69.76190476190476,1.1846361185983827
2020-12-14,5106,4552,84,86,86,8505.0,0.016842929886408148,0.01845342706502636,98.8953488372093,1.6656874265569919
2020-12-15,5759,4992,115,119,119,9738.0,0.02066330960236152,0.023036858974358976,81.83193277310924,1.6909185622503906
2020-12-16,5542,4820,115,117,117,11509.0,0.021111512089498376,0.023858921161825725,98.36752136752136,2.076687116564417
2020-12-17,5356,4711,88,91,91,6745.0,0.01699029126213592,0.018679685841647208,74.12087912087912,1.2593353248693056
2020-12-18,4843,4261,79,79,79,6624.0,0.0163122031798472,0.01854024876789486,83.84810126582279,1.3677472640925046
2020-12-19,3595,3236,40,40,40,2782.0,0.011126564673157162,0.012360939431396786,69.55,0.7738525730180806
2020-12-20,3296,2966,19,19,19,1399.0,0.0057645631067961165,0.0064059339177343225,73.63157894736842,0.4244538834951456
2020-12-21,4017,3627,48,48,48,3429.0,0.01194921583271098,0.013234077750206782,71.4375,0.8536221060492906
2020-12-22,3848,3405,56,57,57,3230.0,0.014812889812889814,0.01644640234948605,56.666666666666664,0.8393970893970893
2020-12-23,3448,3123,53,53,53,4418.0,0.01537122969837587,0.01697086135126481,83.35849056603773,1.281322505800464
2020-12-24,2804,2601,22,22,22,1192.0,0.007845934379457917,0.008458285274894272,54.18181818181818,0.42510699001426533
2020-12-25,2648,2491,17,17,17,552.0,0.006419939577039275,0.006824568446407065,32.470588235294116,0.2084592145015106
2020-12-26,2677,2472,16,16,16,734.0,0.005976839745984311,0.006472491909385114,45.875,0.2741875233470303
2020-12-27,2680,2493,20,20,20,1161.0,0.007462686567164179,0.008022462896109106,58.05,0.4332089552238806
2020-12-28,3358,3042,32,32,32,2097.0,0.009529481834425254,0.01051939513477975,65.53125,0.6244788564621798
2020-12-29,3439,3124,22,22,22,1418.0,0.00639720849084036,0.007042253521126761,64.45454545454545,0.41232916545507414
2020-12-30,3215,2955,21,21,21,1604.0,0.006531881804043546,0.007106598984771574,76.38095238095238,0.49891135303265943
2020-12-31,2629,2444,22,22,22,2595.0,0.008368200836820083,0.00900163666121113,117.95454545454545,0.9870673259794599
2021-01-01,2311,2160,12,12,12,975.0,0.005192557334487235,0.005555555555555556,81.25,0.4218952834270878
2021-01-02,2734,2581,14,14,14,1026.0,0.005120702267739576,0.005424254165052305,73.28571428571429,0.37527432333577176
2021-01-03,2791,2579,14,14,14,552.0,0.005016123253314225,0.005428460643660334,39.42857142857143,0.19777857398781798
2021-01-04,3373,3079,16,16,16,834.0,0.004743551734361103,0.005196492367651835,52.125,0.2472576341535725
2021-01-05,4495,4101,27,27,27,1143.0,0.006006674082313682,0.006583760058522311,42.333333333333336,0.2542825361512792
2021-01-06,6002,5486,28,28,28,2000.0,0.004665111629456847,0.005103900838497995,71.42857142857143,0.3332222592469177
2021-01-07,4668,4171,25,25,25,1452.0,0.005355612682090831,0.005993766482857828,58.08,0.3110539845758355
2021-01-08,4266,3803,34,34,34,1699.0,0.007969995311767463,0.008940310281356823,49.970588235294116,0.3982653539615565
2021-01-09,3268,2958,18,18,18,1363.0,0.0055079559363525096,0.006085192697768763,75.72222222222223,0.4170746634026928
2021-01-10,3005,2772,14,14,14,974.0,0.004658901830282862,0.005050505050505051,69.57142857142857,0.324126455906822
2021-01-11,3958,3606,26,27,27,1496.0,0.006821627084386054,0.007210205213533,55.407407407407405,0.3779686710459828
2021-01-12,4730,4195,43,43,43,2547.0,0.00909090909090909,0.010250297973778308,59.23255813953488,0.538477801268499
2021-01-13,4577,4131,34,35,35,1858.0,0.007646930303692375,0.00823045267489712,53.08571428571429,0.4059427572645838
2021-01-14,4374,3909,47,47,47,3274.0,0.010745313214449017,0.012023535431056536,69.65957446808511,0.7485139460448103
2021-01-15,3941,3550,38,38,38,2071.0,0.0096422227860949,0.010704225352112675,54.5,0.525501141842172
2021-01-16,3183,2892,23,24,24,1461.0,0.007540056550424128,0.007952973720608575,60.875,0.4590009425070688
2021-01-17,2991,2716,14,14,14,481.0,0.004680708793045804,0.005154639175257732,34.357142857142854,0.1608157806753594
2021-01-18,3616,3226,18,18,18,1223.0,0.00497787610619469,0.005579665220086794,67.94444444444444,0.3382190265486726
2021-01-19,4190,3713,47,47,47,3756.0,0.011217183770883056,0.012658227848101266,79.91489361702128,0.8964200477326969
2021-01-20,4818,4222,94,94,94,6706.0,0.019510170195101702,0.02226432970156324,71.34042553191489,1.3918638439186384
2021-01-21,4697,4198,49,49,49,4206.0,0.010432190760059613,0.011672224868985231,85.83673469387755,0.8954651905471578
2021-01-22,4101,3605,86,88,88,5552.0,0.021458180931480126,0.023855755894590845,63.09090909090909,1.3538161424042916
2021-01-23,3144,2824,42,43,43,2747.0,0.013676844783715014,0.014872521246458924,63.883720930232556,0.8737277353689568
2021-01-24,2977,2701,35,35,35,2408.0,0.01175680214981525,0.01295816364309515,68.8,0.8088679879072892
2021-01-25,3919,3507,58,58,58,3353.0,0.014799693799438633,0.016538351867693184,57.810344827586206,0.8555754018882368
2021-01-26,4099,3586,51,51,51,1259.0,0.012442059038789949,0.01422197434467373,24.686274509803923,0.3071480848987558
2021-01-27,4606,4017,49,50,50,457.0,0.010855405992184108,0.01219815782922579,9.14,0.09921841076856275
2021-01-28,4228,3735,56,56,56,128.0,0.013245033112582781,0.01499330655957162,2.2857142857142856,0.030274361400189215
2021-01-29,3799,3386,51,51,51,190.0,0.013424585417215057,0.015062020082693443,3.7254901960784315,0.05001316135825217
2021-01-30,2908,2610,28,28,28,159.0,0.009628610729023384,0.010727969348659003,5.678571428571429,0.0546767537826685
2021-01-31,2849,2546,17,18,18,0.0,0.006318006318006318,0.006677140612725845,0.0,0.0
